datetime,mean_ext
2021-06-13T00:00:20Z,18.94974745762712
2021-06-13T00:00:21Z,18.81057063829787
2021-06-13T00:00:22Z,19.17494164305949
2021-06-13T00:00:23Z,19.26122144373673
2021-06-13T00:00:24Z,19.281236440677965
2021-06-13T00:00:25Z,19.204059110169492
2021-06-13T00:00:26Z,19.239909110169492
2021-06-13T00:00:27Z,19.269118510638297
2021-06-13T00:00:28Z,19.302607415254236
2021-06-13T00:00:29Z,19.343535957446807
2021-06-13T00:00:30Z,19.384153813559323
2021-06-13T00:00:31Z,19.39269341825902
2021-06-13T00:00:32Z,19.383885774946922
2021-06-13T00:00:33Z,19.398921914893617
2021-06-13T00:00:34Z,19.403213588110404
2021-06-13T00:00:35Z,19.419606144067796
2021-06-13T00:00:36Z,19.44551313559322
2021-06-13T00:00:37Z,19.453805720338984
2021-06-13T00:00:38Z,19.479762765957446
2021-06-13T00:00:39Z,19.49455529661017
2021-06-13T00:00:40Z,19.522261440677966
2021-06-13T00:00:41Z,19.551598513800425
2021-06-13T00:00:42Z,19.541612288135592
2021-06-13T00:00:43Z,19.556340127388534
2021-06-13T00:00:44Z,19.543500213219616
2021-06-13T00:00:45Z,19.555923354564754
2021-06-13T00:00:46Z,19.57489088983051
2021-06-13T00:00:47Z,19.576964618644066
2021-06-13T00:00:48Z,19.605033545647558
2021-06-13T00:00:49Z,19.620305508474576
2021-06-13T00:00:50Z,19.62048280254777
2021-06-13T00:00:51Z,19.6662
2021-06-13T00:00:52Z,19.661568936170212
2021-06-13T00:00:53Z,19.67910911016949
2021-06-13T00:00:54Z,19.692762923728814
2021-06-13T00:00:55Z,19.672612127659573
2021-06-13T00:00:56Z,19.711517484008528
2021-06-13T00:00:57Z,19.67746186440678
2021-06-13T00:00:58Z,19.717795974576273
2021-06-13T00:00:59Z,19.711857112526538
2021-06-13T00:01:00Z,19.717201486199574
2021-06-13T00:01:01Z,19.662017525773194
2021-06-13T00:01:02Z,19.6707363327674
2021-06-13T00:01:03Z,19.70892738095238
2021-06-13T00:01:04Z,19.709072572402043
2021-06-13T00:01:05Z,19.71222810902896
2021-06-13T00:01:06Z,19.659913775510205
2021-06-13T00:01:07Z,19.61063066439523
2021-06-13T00:01:08Z,19.570709230769232
2021-06-13T00:01:09Z,19.49013287671233
2021-06-13T00:01:10Z,19.508461355932205
2021-06-13T00:01:11Z,19.5005779286927
2021-06-13T00:01:12Z,19.52783921901528
2021-06-13T00:01:13Z,19.51166593220339
2021-06-13T00:01:14Z,19.536419185059422
2021-06-13T00:01:15Z,19.500878911564627
2021-06-13T00:01:16Z,19.520903565365025
2021-06-13T00:01:17Z,19.473948809523808
2021-06-13T00:01:18Z,19.49736186440678
2021-06-13T00:01:19Z,19.609604872881356
2021-06-13T00:01:20Z,19.836635227272726
2021-06-13T00:01:21Z,19.731634322033898
2021-06-13T00:01:22Z,19.49097846153846
2021-06-14T00:00:00Z,19.304418852459015
2021-06-14T00:00:01Z,18.19042627118644
2021-06-14T00:00:02Z,17.6563716713881
2021-06-14T00:00:03Z,17.423472033898307
2021-06-14T00:00:04Z,17.25748220338983
2021-06-14T00:00:05Z,17.096769491525425
2021-06-14T00:00:06Z,17.002869491525423
2021-06-14T00:00:07Z,16.913786652542374
2021-06-14T00:00:08Z,16.756572667295003
2021-06-14T00:00:09Z,16.607070603228546
2021-06-14T00:00:10Z,16.499443885448915
2021-06-14T00:00:11Z,16.396032554847842
2021-06-14T00:00:12Z,16.31686797129811
2021-06-14T00:00:13Z,16.252683747725893
2021-06-14T00:00:14Z,16.19627170345218
2021-06-14T00:00:15Z,16.134865058324497
2021-06-14T00:00:16Z,16.080079640718562
2021-06-14T00:00:17Z,16.027543227937706
2021-06-14T00:00:18Z,15.982926964285713
2021-06-14T00:00:19Z,15.950098344651952
2021-06-14T00:00:20Z,15.921963875404531
2021-06-14T00:00:21Z,15.906051117964534
2021-06-14T00:00:22Z,15.885065963743989
2021-06-14T00:00:23Z,15.904282754957507
2021-06-14T00:00:24Z,15.903433026548672
2021-06-14T00:00:25Z,15.898993592920354
2021-06-14T00:00:26Z,15.89651746817539
2021-06-14T00:00:27Z,15.890268710134656
2021-06-14T00:00:28Z,15.887990629420084
2021-06-14T00:00:29Z,15.887628879462708
2021-06-14T00:00:30Z,15.883401026185421
2021-06-14T00:00:31Z,15.887708746458923
2021-06-14T00:00:32Z,15.8883964273081
2021-06-14T00:00:33Z,15.89306702052371
2021-06-14T00:00:34Z,15.895244881331916
2021-06-14T00:00:35Z,15.89825033652143
2021-06-14T00:00:36Z,15.9000396460177
2021-06-14T00:00:37Z,15.900440367621067
2021-06-14T00:00:38Z,15.900420636042403
2021-06-14T00:00:39Z,15.897245908607864
2021-06-14T00:00:40Z,15.89448613861386
2021-06-14T00:00:41Z,15.890559102156239
